0.81	-0.25	-0.86	-0.77	-0.57	-0.85	-0.74	-0.30	0.03	0.54	0.53	0.26	0.12	0.21	0.08	1.03
0.21	-0.34	-0.78	-0.49	-0.12	0.14	-0.63	-0.57	0.66	1.13	0.06	0.07	-0.36	-0.28	-0.71	0.00
1.08	0.09	-0.51	-0.87	-1.25	-0.87	-0.60	-0.32	0.17	0.53	0.37	0.56	0.00	-0.15	0.26	0.74
-0.04	-1.24	-1.53	-0.70	-0.38	-0.28	-0.43	-0.17	0.45	0.64	0.59	0.31	0.19	0.38	0.69	0.82
0.39	0.34	-0.45	-0.38	-0.55	-0.45	-1.22	0.02	0.89	0.89	0.31	0.22	-1.05	-0.55	-0.10	0.60
-0.27	-0.76	-1.40	-1.22	-0.69	-0.23	-0.28	-0.21	0.44	1.14	0.75	0.21	-0.10	0.24	0.44	0.83
0.05	0.49	-0.35	-1.06	-0.36	-0.55	-0.46	0.46	0.68	0.71	0.50	-0.27	-0.45	-0.35	0.07	0.00
-0.24	0.07	-1.37	-1.88	-0.53	-0.49	0.48	0.50	1.53	0.35	0.28	0.13	-0.28	0.16	0.18	0.00
1.22	0.43	-0.96	-1.32	-1.03	-1.01	-0.83	-0.05	0.31	0.86	0.74	0.54	0.01	0.22	0.33	0.00
1.00	0.25	-0.37	-0.35	-0.64	-0.17	-1.08	-0.68	-0.07	0.47	0.25	-0.20	0.15	0.08	0.29	0.42
-0.02	0.30	-0.04	-0.02	-0.71	-0.76	-0.10	1.08	0.41	0.29	-0.48	-1.00	-0.41	-0.03	0.43	0.54
-0.48	-0.86	-0.85	-0.96	-0.84	-0.75	0.25	0.02	-0.27	0.60	0.22	0.05	0.35	0.72	0.59	0.95
0.95	0.15	-0.54	-0.25	-1.09	-0.87	-0.63	-0.59	-0.29	0.75	0.35	0.37	0.18	0.24	0.18	0.55
0.28	-0.10	0.38	-0.21	-0.14	-0.44	-0.29	-0.11	0.00	0.32	0.19	-0.23	-0.10	0.05	-0.52	0.40
0.59	-0.01	-0.03	-0.27	-0.43	-0.52	-0.82	-0.38	0.11	0.49	0.72	0.21	-0.09	-0.17	0.04	0.25
0.14	0.02	0.26	-0.03	-0.32	-0.33	-0.57	-0.27	-0.62	0.62	0.39	-0.04	0.31	0.25	-0.14	-0.31
-1.16	-0.57	0.34	-0.35	-0.55	-0.31	-1.04	-1.14	0.08	1.45	1.02	0.58	0.26	-0.20	0.13	0.00
0.16	-0.96	-1.36	-1.41	-0.76	-0.53	-0.18	0.57	1.02	0.22	0.17	-0.21	0.07	0.42	1.16	0.87
0.21	0.48	-0.18	-0.27	-0.38	-0.11	0.00	0.21	0.27	-0.41	-0.05	0.06	0.06	0.14	0.21	0.16
-0.38	0.86	1.14	-0.11	-0.32	-0.26	-0.84	-1.11	-0.24	1.23	0.54	0.02	0.05	-0.66	-0.47	-0.41
-0.21	0.72	1.89	0.63	-0.87	-0.75	-0.49	-1.20	-0.95	1.14	0.56	-0.06	-0.03	-0.51	-0.85	-0.49
-1.04	-0.28	1.22	1.05	0.56	0.05	-0.48	-0.74	-0.88	0.86	0.81	0.41	-0.05	-0.30	-0.78	-0.99
-0.57	0.21	0.57	0.53	0.14	0.16	-0.34	-0.66	-1.49	1.05	0.62	0.13	0.25	-0.23	-0.56	-0.59
-0.42	0.83	1.67	1.49	0.19	-0.22	-0.62	-1.49	-1.81	1.05	0.83	0.27	-0.06	-0.48	-1.08	-1.17
-0.09	0.85	1.47	0.54	0.03	-0.15	-0.28	-0.50	-1.57	0.52	0.86	0.05	-0.10	-0.39	-0.05	-1.05
-0.33	0.16	1.32	0.43	-0.10	-0.20	-0.59	-0.32	-0.63	0.91	-0.13	-0.12	-0.10	-0.37	-0.60	-0.47
-0.52	0.23	1.45	0.84	0.00	-0.40	-0.77	-1.10	-1.47	1.27	0.96	0.43	0.05	-0.32	-0.86	-0.56
-0.55	0.15	1.10	0.75	0.02	-0.56	-0.52	-0.68	-0.53	0.83	0.52	0.34	0.00	-0.26	-0.50	-0.45
-0.68	0.02	1.16	0.60	-0.32	-0.03	-0.85	-0.85	-0.32	1.22	1.26	0.52	-0.14	-0.12	-1.12	-0.62
-1.31	-0.30	1.00	0.38	-0.13	-0.01	-0.70	-0.81	-0.81	1.10	0.69	0.33	0.27	-0.21	-0.68	0.00
-1.30	-0.10	0.74	0.28	-0.23	-0.28	-0.47	-0.12	0.17	0.96	0.72	0.34	-0.23	-0.10	-0.55	-0.36
-1.08	-0.16	1.30	0.99	0.43	0.05	-0.34	-0.72	-1.24	0.92	0.80	0.35	0.06	-0.24	-0.66	-0.83
-0.52	0.28	0.99	0.69	0.02	-0.13	-0.42	-0.76	-0.57	0.66	0.76	0.33	-0.05	-0.43	-0.57	-0.70
-1.22	-0.11	0.29	0.04	-0.11	-0.31	-0.17	-0.43	-0.15	0.44	0.76	0.27	0.43	0.21	0.32	0.00
-0.38	-0.11	1.21	1.04	0.46	0.41	-0.29	-0.75	-0.50	0.16	0.08	-0.03	0.26	-0.08	-0.88	-0.72
-1.22	-0.64	1.08	0.84	0.09	-0.04	-0.19	-0.55	-0.50	0.99	0.43	0.43	0.10	0.00	-1.14	0.09
-1.11	-0.29	0.93	0.46	0.42	0.14	-0.57	-0.74	-0.55	0.99	0.89	0.12	0.10	-0.26	-0.66	-0.08
-0.30	-0.43	0.38	0.48	0.25	-0.13	-0.20	-0.24	-0.41	0.45	0.46	0.25	0.00	-0.18	-0.41	-0.28
-0.29	-0.06	0.65	-0.14	-0.38	-0.06	-0.55	-0.87	-0.48	1.01	0.92	0.67	0.17	-0.48	-0.55	-0.01
-0.45	0.30	1.12	0.77	-0.15	-0.34	-0.40	-0.80	-0.39	0.71	0.74	0.07	-0.09	-0.26	-0.53	-0.72
-0.47	0.54	0.91	0.35	0.20	0.15	0.04	-0.07	0.11	0.51	0.12	-0.27	-0.33	-0.31	-0.91	-0.62
-0.06	0.91	-0.37	-1.16	-1.01	-0.31	-0.41	-0.95	-1.41	1.67	1.03	0.77	0.76	0.52	-0.19	-0.06
-0.31	0.73	2.04	1.22	0.34	-0.27	-0.70	-1.70	-0.54	1.04	0.70	0.79	-0.38	-1.11	-0.64	-0.88
-0.24	0.41	1.19	0.45	-0.22	-0.27	-0.53	-0.54	-0.27	0.66	0.57	-0.01	-0.33	-0.28	-0.26	-0.53
-0.65	0.01	1.52	0.48	-0.34	-0.71	-0.58	-0.94	-0.60	0.97	0.88	0.61	-0.09	-0.36	-0.71	-0.33
-0.52	0.75	1.63	0.29	-0.06	-0.36	-0.50	-0.90	-0.65	1.06	0.59	0.16	0.02	-0.54	-0.88	-0.94
-0.50	0.11	1.16	0.72	0.30	-0.45	-0.68	-0.98	-1.04	1.00	0.88	0.37	-0.06	-0.14	-0.77	-0.39
-0.51	0.06	0.49	0.18	0.01	-0.29	0.02	-0.25	-0.43	0.23	0.15	-0.23	0.11	0.14	-0.09	0.05
-0.20	0.14	0.73	0.30	-0.28	-0.12	-0.27	-0.22	-0.25	0.24	0.07	0.00	-0.10	-0.06	-0.17	-0.08
-0.64	0.08	1.27	0.57	-0.34	-0.48	-0.64	-0.97	-0.61	1.13	0.66	0.23	0.00	-0.32	-0.50	-0.33
-0.48	0.88	1.60	0.75	0.04	-0.47	-1.15	-1.60	-1.66	0.92	0.95	0.68	0.20	-0.44	-0.74	-0.70
-0.64	-0.42	0.58	0.66	0.52	-0.02	-0.42	-0.68	-0.44	0.29	0.51	0.16	0.23	-0.12	-0.22	-0.32
-0.60	0.09	1.29	0.72	-0.23	0.09	-0.20	-0.57	-0.32	0.07	0.43	0.23	-0.09	-0.28	-0.27	-0.31
-0.74	0.32	1.62	0.88	0.46	-0.15	-0.44	-1.19	-0.90	0.85	0.77	0.24	0.11	-0.44	-1.00	-0.87
-0.40	0.29	1.47	0.79	-0.09	-0.48	-0.73	-0.79	-0.41	0.63	0.38	-0.24	0.10	-0.41	-0.56	-0.89
-0.55	0.04	1.49	1.14	0.17	-0.31	-0.95	-1.48	-0.74	1.14	0.81	0.57	0.14	-0.39	-1.11	-0.54
-0.22	-0.27	0.49	0.40	0.03	-0.29	-0.42	-0.57	-0.23	0.75	0.41	0.33	-0.15	-0.37	-0.52	-0.27
-0.27	0.12	1.20	0.84	0.33	-0.19	-0.68	-0.99	-0.64	0.80	0.56	0.30	0.05	-0.29	-0.42	-0.56
-0.49	0.51	1.41	1.23	0.28	-0.35	-1.16	-1.38	-1.16	1.03	1.25	1.06	-0.38	-0.65	-0.24	-0.44
0.63	0.87	2.00	1.05	-0.77	-0.46	-1.82	-1.86	-0.10	0.92	-0.01	0.17	-0.75	-0.82	-0.48	0.00
-0.02	0.76	1.43	0.50	-0.20	-0.43	-0.35	-0.73	-0.51	0.89	-0.20	0.07	-0.08	-0.60	-1.06	-0.36
-0.72	-0.26	0.59	0.33	0.01	0.02	0.00	-0.11	-0.28	0.55	0.25	0.18	0.05	-0.01	0.08	-0.49
-0.62	-0.43	1.38	0.79	0.19	-0.28	-0.62	-0.93	-0.83	1.12	1.09	0.32	0.04	-0.31	-1.16	-0.57
0.42	0.20	-0.17	-0.57	-0.35	-0.50	-0.17	-0.17	0.26	0.52	0.27	-0.22	0.07	0.14	0.04	-0.07
-0.98	0.07	1.44	1.14	0.47	-0.41	-0.83	-1.05	-0.56	0.76	1.02	0.50	0.01	-0.57	-0.94	-0.71
0.23	0.11	1.08	0.36	-0.07	-0.33	-0.39	-0.19	-0.57	0.83	0.28	-0.32	-0.12	-0.25	-0.70	-0.60
-0.16	-0.54	1.09	0.51	-0.12	-0.41	-0.36	-0.52	-0.23	0.24	0.47	0.34	-0.16	-0.14	0.00	-0.52
-0.05	-0.18	1.34	0.81	0.56	-0.19	-0.12	-1.06	-0.74	0.62	0.69	-0.07	0.15	-0.31	-0.89	-1.05
-0.41	0.11	0.71	0.72	-0.03	-0.21	-0.38	-0.29	-0.62	0.73	0.56	0.20	-0.06	-0.10	-0.52	-0.62
-0.36	0.41	1.48	0.92	0.48	0.14	-0.13	-0.43	-0.68	0.72	0.53	0.25	-0.36	-0.32	-1.34	-1.52
0.11	0.18	1.02	0.61	0.16	0.13	-0.21	-0.22	-0.71	0.53	0.12	-0.06	-0.03	-0.01	-0.79	-0.83
-0.60	0.19	0.84	0.21	-0.39	-1.04	-1.43	-1.64	-0.26	1.31	1.23	0.55	0.39	-0.20	-0.62	0.00
-0.43	-0.06	0.72	0.35	-0.02	-0.59	-0.48	-0.98	-0.54	1.16	1.06	0.45	0.44	-0.29	-0.92	-0.36
-0.54	0.49	1.87	0.86	-0.02	-0.27	-1.50	-1.54	-1.09	0.91	0.90	0.30	-0.12	-0.48	-0.79	0.00
-0.53	0.83	1.54	0.39	-0.27	0.09	-0.51	-1.06	-1.50	1.35	0.60	0.04	0.27	-0.32	-0.93	-1.02
-0.67	0.40	1.44	0.24	-1.26	0.03	-0.24	-0.77	-0.73	1.62	0.70	-0.01	0.01	-0.28	-0.85	-0.50
-1.55	-1.15	0.86	0.88	0.90	0.66	-0.09	-0.46	-1.09	0.21	0.77	0.43	0.33	0.27	0.36	-0.57
-0.34	-0.99	1.71	0.42	-1.64	-0.71	-0.87	-1.24	-1.55	2.16	1.75	0.85	0.76	-0.20	-0.99	-0.52
-1.45	0.43	0.04	-0.76	-1.66	-0.88	-1.70	-1.39	-0.32	1.25	1.11	0.52	0.71	0.92	1.07	1.51
-0.95	-0.38	0.67	0.45	0.66	0.39	0.23	-0.46	-0.50	0.28	0.17	0.36	0.11	0.05	-0.28	-0.54
1.22	0.09	-1.93	-1.16	-0.30	-0.47	-0.76	-1.09	0.10	1.12	1.00	0.42	0.13	0.00	0.28	0.64
0.40	0.56	0.88	-0.01	-1.05	-0.70	-1.17	-0.25	0.33	-2.19	0.42	0.26	0.38	0.29	0.81	1.05
0.51	0.35	0.84	-0.14	-0.22	-0.07	-0.14	-0.61	-0.59	0.63	0.50	0.36	-1.20	-0.30	-0.01	-0.11
0.05	0.05	0.86	0.46	-0.60	-0.62	-0.92	-0.86	-0.35	0.65	0.19	0.16	0.12	-0.09	0.22	0.27
0.09	0.03	0.39	-0.20	-0.63	-1.09	-0.97	-0.53	0.11	0.34	0.52	-0.08	0.11	0.12	0.25	0.59
0.38	-0.72	-0.85	-0.53	-0.71	-0.61	-0.62	-0.20	0.35	0.79	0.59	0.41	0.20	0.29	0.30	0.49
-0.22	0.69	1.86	1.05	-0.04	-0.28	-0.86	-1.25	-0.58	0.39	0.53	0.15	-0.34	-0.55	-0.84	-0.69
-0.23	-0.05	0.86	0.19	0.57	-0.30	-0.08	-0.42	-0.48	0.53	0.54	0.02	-0.21	-0.32	-0.49	-0.44
-1.31	-0.27	0.40	0.78	0.67	0.41	0.07	0.00	-0.11	0.35	0.26	0.41	0.08	-0.22	-0.30	-0.21
-0.39	-0.16	0.47	0.11	0.11	-0.16	-0.46	-0.51	-0.34	0.24	0.36	0.18	0.06	0.02	0.26	-0.03
-1.30	-0.20	1.65	0.78	-0.78	-0.20	-0.65	-1.52	-0.86	1.55	1.74	0.73	0.06	-0.11	-0.86	-0.58
-1.50	-0.87	0.80	0.66	0.51	0.03	-0.12	-0.85	-0.72	0.89	1.09	0.35	0.21	0.11	-0.33	-0.21
0.24	0.37	0.65	0.51	-0.03	-0.46	-0.55	-1.04	-0.56	0.44	0.47	0.30	0.04	-0.23	-0.20	-0.15
-1.07	-0.45	1.03	0.48	-0.11	-0.27	-1.29	-0.44	-0.10	0.79	0.92	0.24	-0.22	-0.19	-0.50	0.00
-0.06	-0.11	1.07	0.34	-0.19	0.02	-0.31	-0.16	-0.28	0.57	0.16	-0.01	-0.02	-0.13	-0.62	-0.35
0.33	0.38	1.06	0.08	-0.63	-0.18	-0.01	-0.46	-0.16	0.56	0.47	0.08	-0.90	-0.20	-0.36	-0.11
-0.47	-0.57	0.44	0.28	-0.12	-0.22	-0.09	-0.48	0.04	0.59	0.35	0.44	-0.01	0.07	-0.22	-0.11
0.05	-0.48	-0.35	-0.35	-0.32	-0.14	-0.09	-0.17	-0.01	0.39	0.44	-0.24	0.17	0.16	0.18	0.26
-0.50	-0.28	-0.10	0.47	0.27	0.03	-0.26	-0.31	0.06	0.62	0.51	0.38	-0.17	-0.49	-0.86	0.02
-0.88	-1.15	1.09	0.40	0.44	0.45	-0.20	-0.72	-0.71	0.87	0.86	0.46	0.10	-0.21	-0.74	-0.25
-0.54	0.68	0.73	-0.46	-0.66	-0.16	-1.03	-1.25	-0.69	1.48	0.62	0.07	0.06	-0.31	-0.69	-0.16
0.23	-0.15	0.85	0.16	0.26	-0.34	-0.40	-0.47	-0.68	0.70	0.68	-0.04	-0.29	-0.50	-0.80	-0.11
-0.43	0.82	1.94	0.88	-0.81	-0.30	-0.95	-1.77	-1.20	1.37	0.91	0.33	-0.06	-0.43	-1.35	-0.49
-0.03	-0.37	1.27	0.42	-0.26	-0.67	-1.01	-0.55	-0.13	0.82	0.70	0.22	0.01	-0.45	-0.42	-0.26
-0.09	-0.45	1.26	0.31	-0.30	-0.11	-0.51	-0.82	-0.62	1.16	0.74	0.47	-0.07	-0.42	-0.82	-0.30
-0.27	0.60	1.10	-0.22	-0.07	-0.34	-0.75	-1.33	-0.64	1.10	0.52	-0.12	0.01	-0.43	-0.42	0.09
-0.34	-0.25	1.10	0.77	0.24	-0.50	-0.34	-0.38	-0.70	0.53	0.34	0.15	0.03	-0.27	-0.49	-0.55
0.15	0.02	1.26	0.90	-0.02	-0.41	-0.59	-0.86	-0.70	0.58	0.23	0.23	-0.20	-0.06	-0.43	-0.83
-0.09	-0.42	1.24	0.46	-0.34	-0.48	-0.50	-1.03	-0.62	1.55	1.30	0.48	-0.30	-0.59	-1.68	-0.30
-0.39	0.25	1.31	0.34	-0.39	-0.29	-0.39	-0.67	-0.51	1.35	1.12	0.89	-0.86	-0.48	-1.07	-0.58
0.05	0.19	1.15	0.69	0.13	0.23	0.04	-0.65	-1.25	0.83	0.59	-0.36	-0.22	-0.36	-0.61	-0.75
-0.89	-0.20	1.26	0.42	-0.16	0.01	-0.54	-1.16	-0.68	0.78	0.94	0.51	0.09	-0.20	-0.68	0.00
0.18	-0.05	0.71	0.74	-0.47	-0.23	-0.87	-1.38	-0.34	0.95	0.80	0.08	0.17	-0.28	-0.37	-0.38
-0.19	-0.75	0.87	0.59	0.26	-0.36	-0.45	-0.55	-0.34	0.55	0.63	0.40	-0.12	-0.24	-0.54	-0.34
0.12	0.55	1.55	0.60	-0.84	-0.43	-0.79	-0.39	-0.53	0.54	0.61	0.20	-0.42	-0.43	-0.23	0.00
-0.81	0.09	0.92	0.27	-0.16	-0.05	-0.61	-0.73	-0.53	1.17	0.58	-0.01	0.27	-0.31	-0.58	-0.24
-1.73	-0.35	1.66	1.19	0.28	-0.31	-0.61	-1.65	-1.35	1.40	0.96	0.66	0.18	-0.46	-0.84	0.00
-0.59	0.75	1.64	1.32	0.30	-0.16	-0.67	-1.28	-1.39	0.95	0.90	0.47	-0.08	-0.51	-0.96	-1.08
-0.14	0.22	1.36	0.63	0.30	0.32	-0.52	-0.99	-0.97	0.67	0.63	0.29	0.02	-0.37	-1.17	-0.76
-0.54	0.08	0.89	0.74	0.30	0.30	0.22	0.05	-0.22	0.11	0.26	0.23	-0.05	-0.06	-0.83	-0.39
0.19	0.91	1.96	1.01	-0.65	-0.05	-0.49	-0.87	-0.21	0.20	1.00	0.62	0.05	-0.93	-0.95	-0.68
0.16	-0.64	0.90	0.84	0.49	0.21	-0.60	-0.51	-0.87	0.58	0.43	0.03	0.07	-1.03	-0.50	0.00
-0.10	0.14	1.05	0.50	0.14	0.34	0.13	-0.62	-0.72	0.72	0.48	0.18	-0.82	-0.26	-0.35	-0.45
-0.65	0.22	1.21	0.20	-0.28	-0.33	-0.58	-0.78	-0.21	0.82	0.90	0.21	-0.28	-0.38	-0.45	-0.73
0.30	-0.84	0.58	-0.14	-0.58	-0.26	-0.70	-0.95	-0.12	1.17	0.55	0.73	-0.03	-0.14	-0.33	0.25
-0.01	-0.33	0.99	0.47	0.09	-0.05	-0.23	-0.85	-0.29	0.43	0.40	0.46	0.13	-0.60	-0.25	-0.23
-0.76	0.00	1.24	0.79	0.20	-0.49	-0.67	-0.94	-1.00	1.06	1.02	0.55	-0.11	-0.30	-1.13	-0.54
-1.17	-0.73	0.10	0.27	-0.03	-0.28	-0.17	0.13	0.22	1.10	0.46	0.25	0.03	0.08	-0.33	-0.32
-0.46	-0.67	0.75	0.68	0.26	-0.26	-0.30	-0.32	-0.20	0.98	1.03	0.74	-0.32	-0.69	-1.16	-0.08
-0.87	0.84	0.03	-0.32	-0.44	-0.16	-0.54	-0.65	-0.32	1.13	0.64	-0.12	0.36	-0.09	-0.07	0.04
-0.11	0.26	1.63	1.44	0.25	-0.06	-0.78	-0.83	-1.63	0.94	0.80	0.13	0.40	-0.11	-0.70	-0.90
-0.20	0.09	-0.49	-0.16	-0.18	-0.03	-0.51	-0.65	-0.31	1.11	0.79	0.78	-0.03	-0.34	-0.40	-0.14
-0.63	-1.59	-1.08	-0.49	-0.50	-0.18	0.21	-0.17	0.07	1.36	1.04	0.89	0.21	-0.06	-0.05	0.00
-0.27	0.43	1.29	0.78	-0.64	-0.37	-0.81	-1.18	-0.72	0.74	0.57	0.47	0.02	-0.34	-0.36	-0.37
-0.90	-0.09	0.36	0.20	0.10	-0.39	-0.59	-0.09	-0.30	0.41	0.53	-0.04	-0.07	0.10	0.04	0.06
0.29	-0.38	0.37	0.37	-0.33	-0.19	-1.15	-0.51	-0.25	0.55	0.64	0.21	0.29	-0.12	0.08	0.00
-0.32	-0.19	0.93	0.66	-0.27	0.03	-0.25	-0.24	-0.01	0.31	0.14	0.08	-0.24	-0.21	-0.70	-0.18
0.30	0.05	0.87	0.23	0.28	0.40	-0.25	-0.40	-0.53	0.20	0.36	0.08	-0.07	-0.80	-0.50	-0.31
0.44	0.30	0.06	-0.02	-1.26	-0.60	-0.21	-0.50	0.21	0.73	0.50	0.40	-0.26	0.24	-0.11	-0.28
0.71	-0.64	-0.91	-0.60	-0.17	-0.14	-0.20	-0.22	-0.14	0.69	0.92	0.33	0.02	0.12	-0.09	0.30
1.13	0.69	-0.29	-0.48	-0.04	-0.37	-0.62	-0.28	-0.23	0.24	0.12	-0.05	-0.38	0.01	0.07	0.29
-0.31	-1.27	-0.99	-0.36	-0.40	-0.21	0.11	0.04	0.22	0.87	0.50	0.56	0.04	0.13	0.05	0.43
0.60	0.30	-0.54	-0.77	-0.51	-0.30	-0.42	-0.14	-0.03	0.50	0.24	-0.31	0.26	0.21	0.18	0.83
-0.11	0.54	1.42	0.78	-0.64	-0.67	-0.84	-0.89	-0.17	0.73	0.61	0.22	-0.35	-0.91	-0.17	-0.94
-0.32	-0.21	1.11	0.84	-0.14	-0.09	-0.37	-0.59	-0.40	0.44	0.25	0.04	0.08	-0.30	-0.39	-0.36
